REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE83,FAC_ACCURACY,FAC_REFERENCE,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,edf_source,latlon_merge_src,FIPS_CODE,CENSUS_BLOCK_CODE,HDATUM_DESC,GC_postal_code,GC_location_address,GC_location_type,GC_geocode_result,GC_geocode_attempt,GC_lat,GC_lng
110000462909,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,12222 PORT RD,INEOS STYROLUTION AMERICA BAYPORT PLANT,PASADENA,HARRIS,TX,77507,29.598883,INTERPOLATION-SATELLITE,-95.013606,18700,CENTER OF A FACILITY OR STATION,TX0000004820101296,12040204,4820101296,1003451,6534611,0,NA,TXR1526BU,NA,TXD987985678,NA,TXN000605575,77507HNTSM12222,325211,NA,NA,NA,NA,NA,258,NA,29.5988830004,-95.0136059992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462918,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6161 UNDERWOOD RD,KANEKA NORTH AMERICA LLC,PASADENA,HARRIS,TX,77507,29.621648,INTERPOLATION-SATELLITE,-95.085129,200,CENTER OF A FACILITY OR STATION,TX0000004820100496,12040204,4820100496,NA,4019411,0,NA,NA,343080198,TXD980870349,100000025705,NA,77507KNKTX6161U,325211,RN100218841,325110,325411,NA,NA,259,NA,29.6216480007,-95.0851289997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462936,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12801 BAY AREA BOULEVARD,LUBRIZOL CORP BAYPORT FACILITY,PASADENA,HARRIS,TX,77507,29.63914,ADDRESS MATCHING-HOUSE NUMBER,-95.04694,30,CENTER OF A FACILITY OR STATION,TX0000004820100304,12040204,4820100304,1000619,4168911,0,NA,NA,NA,TXD000642348,100000097851,NA,77507LBRZL12801,325110,RN101058410,325199,NA,NA,NA,260,NA,29.63914,-95.0469399998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462945,Needs to be checked,ECHO/FRS,"Address Matches, Check Location",N,9700 BAYPORT BOULEVARD,GULF BAYPORT CHEMICALS LP,PASADENA,HARRIS,TX,77507,29.615556,GPS CARRIER PHASE STATIC RELATIVE POSITION,-95.061389,25,CENTER OF FACILITY,TX0000004820100187,12040204,4820100187,NA,6671611,0,NA,NA,NA,TXD084970169,100000034376,NA,77507LNZBY9700B,325110,RN100219096,325199,NA,NA,NA,261,NA,29.6155559999,-95.0613889995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462954,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,9802 FAIRMONT PARKWAY,BAYPORT POLYETHYLENE PLANT,PASADENA,HARRIS,TX,77507,29.65101,ADDRESS MATCHING-HOUSE NUMBER,-95.08707,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100245,12040204,4820101856,NA,"6693411,missing NEI",0,NA,NA,NA,0,NA,NA,77507LPSPR9802F,325211,RN103773206,NA,NA,NA,NA,262,NA,29.6510100004,-95.08707,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462981,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,13200 BAY PARK ROAD,BAKER PETROLITE BAYPORT FACILI TY,PASADENA,HARRIS,TX,77507,29.647681,INTERPOLATION-SATELLITE,-95.063794,200,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,4925311,0,NA,NA,NA,TXD088361233,100000088781,NA,77507PTRLT13200,325998,RN100223536,NA,NA,NA,NA,263,NA,29.647681,-95.0637939994,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462990,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12500 BAY AREA BLVD.,SSI CHUSEI INC,PASADENA,HARRIS,TX,77507,29.63686,ADDRESS MATCHING-HOUSE NUMBER,-95.04698,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,6693611,0,NA,NA,NA,TXD988071643,100000089771,NA,77507QSTSP12500,325199,RN100660612,NA,NA,NA,NA,264,NA,29.6368600001,-95.0469799998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463007,Needs to be checked,ECHO/FRS,"Address Matches, Check Location",N,10801 CHOATE RD,LYONDELL CHEMICAL CO BAYPORT FACILITY,PASADENA,HARRIS,TX,77507,29.61,GPS CODE (PSEUDO RANGE) PRECISE POSITION,-95.05,13,CENTER OF FACILITY,TX0000004820100477,12040204,NA,1001905,4924311,0,NA,NA,NA,TXD058265067,NA,NA,77507RCCHM10801,325110,RN102523107,325199,NA,NA,NA,265,NA,29.6099999998,-95.0499999991,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463016,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9950 CHEMICAL RD,EFFECTIVE ENVIRONMENTAL PASADENA FACILITY,PASADENA,HARRIS,TX,77507,29.61861,ADDRESS MATCHING-HOUSE NUMBER,-95.055179999999993,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,NA,NA,NA,TXR000025841,NA,NA,77507RFRMP9950C,325120,NA,NA,NA,NA,NA,266,NA,29.61861,-95.0551799993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463034,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11200 BAY AREA BOULEVARD,"ATHLON SOLUTIONS, LLC",PASADENA,HARRIS,TX,77507,29.61813,ADDRESS MATCHING-HOUSE NUMBER,-95.0439,30,CENTER OF A FACILITY OR STATION,TX0000004820100484,12040204,4820100484,NA,4941911,0,NA,NA,NA,TXD096618855,100000131403,NA,77507WLCHM11200,325199,RN105857916,325998,325613,NA,NA,267,NA,29.6181300006,-95.0438999997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463070,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5501 BAKER RD,ADVANCED AROMATICS LLC,BAYTOWN,HARRIS,TX,77520,29.763056,GPS CARRIER PHASE STATIC RELATIVE POSITION,-95.0225,4,ADMINISTRATIVE BUILDING,TX0000004820100290,12040203,4820100290,NA,4056711,0,NA,NA,NA,TXD072205578,NA,NA,77520DVNCD5501B,325199,RN100214832,NA,NA,NA,NA,268,NA,29.763056,-95.0224999997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463098,Needs to be checked,ECHO/FRS,"Chambers County, Need Parcel Data",N,8500 W BAY RD,BAYER MATERIALSCIENCE BAYTOWN,BAYTOWN,CHAMBERS,TX,77523,29.759767,INTERPOLATION-PHOTO,-94.907294,25,CENTER OF FACILITY,TX0000004807100009,12040203,4807100009,1004621,5729211,0,NA,NA,336686589,TXD058260977,NA,NA,77520LNXSS85WBA,325110,RN100209931,325211,325199,NA,NA,269,NA,29.7597670005,-94.907294,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463105,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,3601 DECKER DRIVE,"NATURAL GAS ODORIZING, INC.",BAYTOWN,HARRIS,TX,77520,29.76245,ADDRESS MATCHING-HOUSE NUMBER,-95.00577,30,CENTER OF A FACILITY OR STATION,TX0000004820100317,12040203,4820100317,NA,"6616611,missing NEI",0,NA,NA,NA,TXD008093197,100000097049,NA,77520NTRLG3601D,325199,RN100683952,NA,NA,NA,NA,270,NA,29.7624500006,-95.0057699997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463114,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,100 SOUTH AIRHART ROAD,BOC GASES BAYTOWN CO2 PLANT,BAYTOWN,HARRIS,TX,77520,29.74118,ADDRESS MATCHING-HOUSE NUMBER,-94.9936,30,CENTER OF A FACILITY OR STATION,TX0000004820101322,12040203,4820101322,NA,"9134411,missing NEI",0,NA,NA,NA,TXD980811012,NA,NA,77520RCCRB100SA,325120,RN100213081,NA,NA,NA,NA,271,NA,29.7411800003,-94.9936,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463123,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,3439 PARK ST,SOLVAY - BAYTOWN PLANT,BAYTOWN,HARRIS,TX,77520,29.748056,INTERPOLATION - DIGITAL MAP SRCE (TIGER),-95.003556,20,FACILITY CENTROID,TX0000004820100038,12040203,NA,NA,4167711,0,0,NA,NA,TXD082688896,NA,NA,77520STFFR3439P,325188,NA,325180,32518,325181,0,272,0,29.7480559999,-95.0035559994,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463132,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,9300 NEEDLEPOINT RD.,DEGUSSA ENGINEERED CARBONS LP,BAYTOWN,HARRIS,TX,77521,29.81197,ADDRESS MATCHING-HOUSE NUMBER,-94.92741,30,CENTER OF A FACILITY OR STATION,TX0000004820100021,12040203,NA,NA,"6421111,missing NEI",0,TX0003832,NA,NA,TXD008096281,NA,NA,77521JMHBR9300N,325182,NA,32518,325199,0,0,273,0,29.8119700002,-94.9274099999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463196,Keep source location,ECHO/FRS,Keep source,N,1201 SOUTH SHELDON ROAD,DOW HALTERMANN PLANT 2,CHANNELVIEW,HARRIS,TX,77530,29.754687,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA ON),-95.123748,5,PLANT ENTRANCE (GENERAL),TX0000004820100357,12040104,NA,NA,"4168711,missing NEI",0,NA,NA,NA,TXD987992518,100000100384,NA,77530HWLLC1201S,324199,RN102610912,325199,325998,493190,NA,274,NA,29.7563136558,-95.1217926595,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463212,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,8280 SHELDON RD.,EQUISTAR CHEMICALS,CHANNELVIEW,HARRIS,TX,77530,29.8308,INTERPOLATION-PHOTO,-95.1164,19000,CENTER OF A FACILITY OR STATION,TX0000004820100075,12040104,4820100075,1002859,4925111,0,NA,NA,NA,TXD058275769,NA,NA,77530LYNDL8280S,325199,RN100542281,NA,NA,NA,NA,275,NA,29.8308000006,-95.1163999997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463221,Needs to be checked,ECHO/FRS,"Address Matches, Check Location",N,2502 SHELDON RD.,LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,INTERPOLATION-MAP,-95.107603,50,CENTER OF A FACILITY OR STATION,TX0000004820100417,12040104,4820100417,1007562,4941411,0,NA,NA,314542929,TXD083472266,NA,NA,77530RCCHM2502S,325110,RN100633650,325199,NA,NA,NA,276,NA,29.8166540001,-95.1076029998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463230,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2001 SHELDON ROAD,"TEX-TRUDE, INC",CHANNELVIEW,HARRIS,TX,77530,29.81296,ADDRESS MATCHING-HOUSE NUMBER,-95.12583,30,CENTER OF A FACILITY OR STATION,TX0000004820100423,12040104,4820100423,NA,3737211,0,NA,TXR05DQ31,341868347,TXD068026608,NA,TXN000606963,77530TXTRD2001S,326113,RN101466159,NA,NA,NA,NA,277,NA,29.81296,-95.1258299997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463249,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,16503 RAMSEY RD,KMCO CROSBY PLANT,CROSBY,HARRIS,TX,77532,29.9222,GPS CARRIER PHASE STATIC RELATIVE POSITION,-95.0544,4,CENTER OF FACILITY,TX0000004820100381,12040104,4820100381,NA,4167811,0,NA,NA,315571836,TXD074198961,100000118623,NA,77532KMCNC16503,324191,RN101613511,325110,NA,NA,NA,278,NA,29.9222000005,-95.0543999995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463258,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,18000 CROSBY EASTGATE RD,ARKEMA CROSBY PLANT,CROSBY,HARRIS,TX,77532,29.948842,NA,-95.021864,17630,NA,TX0000004820100110,12040203,4820100110,NA,4018611,0,NA,NA,341701282,TXD043750512,100000124457,NA,77532PNNWL18000,325110,RN100210301,NA,NA,NA,NA,279,NA,29.948842,-95.0218639992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463285,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,334 TIDAL RD.,DELTA DEER PARK,DEER PARK,HARRIS,TX,77536,29.71349,INTERPOLATION-PHOTO,-95.11303,25,PLANT ENTRANCE (GENERAL),NA,12040104,NA,NA,NA,8027579,NA,NA,NA,TXR000029199,NA,NA,77536DLTCH334TI,493190,RN100589837,NA,NA,NA,NA,280,NA,29.7134900005,-95.1130299996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463301,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,2621 TIDAL ROAD,GLOBAL OCTANES DEER PARK FACILITY,DEER PARK,HARRIS,TX,77536,29.733343,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA ON),-95.096284,5,PLANT ENTRANCE (GENERAL),TX0000004820101288,12040104,NA,NA,NA,0,NA,NA,NA,TXD988066189,NA,NA,77536GLBLC2621T,325199,RN100542331,NA,NA,NA,NA,281,NA,29.7333430003,-95.0962839993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463383,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2627 TIDAL RD.,VALVOLINE DEER PARK,DEER PARK,HARRIS,TX,77536,29.73317,ADDRESS MATCHING-HOUSE NUMBER,-95.09654,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD000633693,NA,NA,77536VLVLN2627T,324191,RN102802493,NA,NA,NA,NA,282,NA,29.7331699999,-95.0965399993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463454,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,3130 FM 521,CHAMPION TECHNOLOGIES INC,FRESNO,FORT BEND,TX,77545,29.54116,ADDRESS MATCHING-HOUSE NUMBER,-95.44773,30,CENTER OF A FACILITY OR STATION,TX0000004815700067,12040204,4815700067,NA,13380011,0,NA,NA,NA,TXD000356816,100000136355,NA,77545CHMPN3130H,325199,RN101618882,325110,325998,NA,NA,283,NA,29.5411600006,-95.4477299993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463490,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,900 CLINTON DR.,TEXMARK CHEMICALS,GALENA PARK,HARRIS,TX,77547,29.730423,CLASSICAL SURVEYING TECHNIQUES,-95.22849,4,NW CORNER OF LAND PARCEL,TX0000004820101285,12040104,4820101285,NA,6671411,0,NA,NA,NA,TXD088363692,NA,NA,77547MRCNT900CL,325199,RN100238740,NA,NA,NA,NA,284,NA,29.7304230002,-95.2284899999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463524,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,409 E. WALLISVILLE RD.,ZXP TECHNOLOGIES LTD,HIGHLANDS,HARRIS,TX,77562,29.81527,GPS CARRIER PHASE STATIC RELATIVE POSITION,-95.0525,4,CENTER OF FACILITY,0,12040104,NA,NA,15625111,0,2600018675,NA,NA,TXD154083018,NA,NA,77562HPRTN409EA,325998,RN102872694,NA,NA,NA,NA,285,NA,29.8152700004,-95.0524999997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463542,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12501 STRANG RD,E I DUPONT DE NEMOURS - LA PORTE PLANT,LA PORTE,HARRIS,TX,77571,29.700264,INTERPOLATION-SATELLITE,-95.036967,200,CENTER OF A FACILITY OR STATION,TX0000004820100011,12040104,4820100011,NA,4018511,0,NA,NA,340083195,TXD008079212,100000148912,NA,77571DPNTL12501,325110,RN100225085,325199,325320,NA,NA,286,NA,29.7002639998,-95.0369669996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463579,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1920 W. FAIRMONT PKY.,MATHESON TRI-GAS INC,LA PORTE,HARRIS,TX,77571,29.652222,INTERPOLATION-PHOTO,-95.036667,25,PLANT ENTRANCE (GENERAL),0,12040204,NA,NA,"6694111,missing NEI",0,NA,NA,NA,TXD065083487,NA,NA,77571MTHSN1920W,325120,RN100919307,NA,NA,NA,NA,287,NA,29.6522219999,-95.0366669994,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463588,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11807 NORTH D STREET,INDUSTRIAL PIPE AND PLASTICS SSA,LA PORTE,HARRIS,TX,77571,29.67012,ADDRESS MATCHING-HOUSE NUMBER,-95.0484,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,NA,NA,NA,TXR000027011,NA,NA,77571NDSTR11807,325991,NA,NA,NA,NA,NA,288,NA,29.6701200005,-95.0483999994,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463597,Keep geocoded location,ECHO/FRS,Keep geocode,N,1350 MILLER CUT-OFF ROAD,MILLENNIUM PETROCHEMICALS INCORPORATED LA PORTE PLANT,LA PORTE,HARRIS,TX,77571,29.712222,INTERPOLATION-SATELLITE,-95.066667,200,CENTER OF A FACILITY OR STATION,TX0000004820101487,12040104,4820101487,NA,6671911,0,NA,NA,NA,TXD058276130,NA,NA,77571QNTMC11603,325199,RN100224450,325110,NA,NA,NA,289,NA,29.715424255,-95.0665021885,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463613,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,13300 BAY AREA BLVD,ROHM AND HAAS CHEMICALS BAYPORT PLANT,PASADENA,HARRIS,TX,77507,29.6467,INTERPOLATION-PHOTO,-95.0454,25,CENTER OF FACILITY,TX0000004820100886,12040204,4820100886,NA,4941611,0,NA,NA,NA,TXD000747345,100000024449,NA,77571RHMND13300,325199,RN102776002,325110,NA,NA,NA,290,NA,29.6467000004,-95.0453999992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463622,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,10202 STRANG RD,AIR PRODUCTS LLC,LA PORTE,HARRIS,TX,77571,29.701667,INTERPOLATION-PHOTO,-95.071944,25,PLANT ENTRANCE (GENERAL),TX0000004820100282,12040104,4820101446,1003160,6616311,0,NA,NA,NA,TXD059331637,NA,NA,77571RPRDCROUTE,325120,RN102041282,NA,NA,NA,NA,291,NA,29.7016670002,-95.0719439995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463631,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,8811 STRANG RD,BRASKEM AMERICA INC LAPORTE SITE,LA PORTE,HARRIS,TX,77571,29.704027,INTERPOLATION-PHOTO,-95.079932,973,FACILITY CENTROID,TX0000004820100485,12040104,4820100485,1007574,9144811,0,NA,NA,342732427,TXD098200637,100000067456,NA,77571RSTCH8811S,325211,RN102888328,NA,NA,NA,NA,292,NA,29.7040269999,-95.0799319999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463668,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,780 S 16TH ST,LAUREL INDUSTRIES,LA PORTE,HARRIS,TX,77571,29.65638,ADDRESS MATCHING-HOUSE NUMBER,-95.03579,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,"6697011,missing NEI",0,0,NA,NA,TXD980870232,NA,NA,77572LRLND780SO,325188,NA,331419,0,0,0,293,0,29.65638,-95.0357899998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463677,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,2727 MILLER CUT-OFF ROAD,METTON AMERICA LA PORTE PLANT,LA PORTE,HARRIS,TX,77571,29.726066,ADDRESS MATCHING-HOUSE NUMBER,-95.079584,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100563,12040104,4820100563,NA,9131511,0,NA,NA,NA,TXD000726026,NA,NA,77572MTTNM2727M,325211,RN100667633,NA,NA,NA,NA,294,NA,29.7260660005,-95.0795839996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463686,Keep source location,ECHO/FRS,Keep source,N,550 BATTLEGROUND ROAD,DOW CHEMICAL LA PORTE SITE,LA PORTE,HARRIS,TX,77571,29.711811,INTERPOLATION-MAP,-95.082657,50,FACILITY CENTROID,TX0000004820100053,12040104,4820100053,NA,NA,0,NA,NA,NA,TXD000017756,100000092945,NA,77572THDWCBATTL,325199,RN102414232,325110,325211,NA,NA,295,NA,29.7114330277,-95.0839647219,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463702,Needs to be checked,ECHO/FRS,"Chambers County, Need Parcel Data",N,13330 HATCHERVILLE RD,MONT BELVIEU PLASTICS PLANT,MONT BELVIEU,CHAMBERS,TX,77535,29.8742,INTERPOLATION-MAP,-94.9122,64428,CENTER OF A FACILITY OR STATION,TX0000004807100016,12040203,4807100016,1006274,5728911,0,NA,NA,NA,TXT000618090,100000087782,NA,77580MNTBL13330,325211,RN102501020,325110,325998,326199,NA,296,NA,29.8741999999,-94.9121999995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463766,Keep source location,ECHO,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,4704 SHANK RD.,PACKAGING SERVICES CO INC PEARLAND FACILITY,PEARLAND,BRAZORIA,TX,77581,29.57343,ADDRESS MATCHING-HOUSE NUMBER,-95.29587,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,0,NA,NA,TXR000000356,NA,NA,77588SLVNT4704S,424690,NA,325110,42469,0,0,297,0,29.5734300005,-95.2958699995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463800,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,5700 CENTURY BOULEVARD,SEA LION TECHNOLOGY INC,TEXAS CITY,GALVESTON,TX,77590,29.42501,ADDRESS MATCHING-HOUSE NUMBER,-95.02019,30,CENTER OF A FACILITY OR STATION,TX0000004816700076,12040204,4816700076,NA,"3667211,missing NEI",0,NA,NA,341014298,TXD000804302,NA,NA,77590SLNCH5700J,325199,RN100870179,NA,NA,NA,NA,298,NA,29.4250100003,-95.0201899993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463828,Keep source location,ECHO/FRS,Keep source,N,2800 TX-197-LOOP S,OILTANKING TEXAS CITY TERMINAL,TEXAS CITY,GALVESTON,TX,77590,29.360344,INTERPOLATION-MAP,-94.907173,50,FACILITY CENTROID,TX0000004816700015,12040204,NA,NA,4836011,0,NA,NA,NA,TXD980626782,NA,NA,77592NNCRB2800L,325199,RN105087829,325120,325211,NA,NA,299,NA,29.3599677133,-94.9084768809,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000463855,Keep source location,ECHO/FRS,Keep source,N,1500 LOOP 197,SEA LION TECH  INC,TEXAS CITY,GALVESTON,TX,77592,29.36604,ADDRESS MATCHING-HOUSE NUMBER,-94.91836,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,NA,NA,"3668011,missing NEI",0,NA,NA,NA,0,NA,NA,77592SLNTC1500L,325199,NA,NA,NA,NA,NA,300,NA,29.3670470963,-94.9160609062,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
