X,Y,REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE8,FAC_ACCURA,REF_POINT_DESC,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,lon_match,lat_match
-95.41585,29.62295,110000461759,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12701 ALMEDA ROAD,EI DUPONT DE NEMOURS & CO HOUSTON,HOUSTON,HARRIS,TX,77045,29.62295,ADDRESS MATCHING-HOUSE NUMBER,-95.41585,30,CENTER OF A FACILITY OR STATION,0,12040104,,,9138011,0,,,,TXD069637106,,,77045KCDCH12701,325320,RN100681527,,,,,214,,29.62295,-95.41585,1,0
-95.40474,29.58996,110000461786,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,14822 HOOPER RD.,SYNTECH CHEMICALS INC,HOUSTON,HARRIS,TX,77047,29.58996,ADDRESS MATCHING-HOUSE NUMBER,-95.40474,30,CENTER OF A FACILITY OR STATION,TX0000004820101319,12040204,4820101319,,6679611,0,,,,TXD980626691,1E+11,,77047SYNTC14822,325199,RN100664994,325998,,,,215,,29.58996,-95.40474,1,0
-95.3125,29.621667,110000461802,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,6121 ALMEDA GENOA RD.,SOLENIS INDUSTRIAL WATER DIVISION,HOUSTON,HARRIS,TX,77048,29.621667,INTERPOLATION - DIGITAL MAP SRCE (TIGER),-95.3125,25,CENTER OF FACILITY,0,12040104,,,,0,,,,TXD079388955,1E+11,,77048DRWCH6121A,325998,RN101475440,,,,,216,,29.621667,-95.3125,0,0
-95.11378,29.82416,110000461839,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,17335 WALLISVILLE RD.,CRAY VALLEY USA LLC,HOUSTON,HARRIS,TX,77049,29.82416,ADDRESS MATCHING-HOUSE NUMBER,-95.11378,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD981901713,,,77049NTRSN17335,325211,RN102342813,,,,,217,,29.82416,-95.11378,1,0
-95.39162,29.67204,110000461857,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2434 HOLMES ROAD,CCP COMPOSITES US,HOUSTON,HARRIS,TX,77051,29.67204,ADDRESS MATCHING-HOUSE NUMBER,-95.39162,30,CENTER OF A FACILITY OR STATION,TX0000004820100818,12040104,4820100818,,,0,,,,TXD000807875,,,77051FRMNC2434H,325211,RN100692219,325998,,,,218,,29.67204,-95.39162,0,0
-95.433889,29.583889,110000461884,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,15200 ALMEDA ROAD,AKZO NOBEL SURFACE CHEMISTRY LLC,HOUSTON,HARRIS,TX,77053,29.583889,INTERPOLATION-PHOTO,-95.433889,25,CENTER OF FACILITY,TX0000004815700021,12040204,,,4853011,0,,,,TXD065078826,,,77053WTCRG15200,325613,RN100219393,326130,,,,219,,29.583889,-95.433889,1,0
-95.386024,29.693106,110000461893,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2921 CORDER STREET,KIK (HOUSTON) INC.,HOUSTON,HARRIS,TX,77054,29.693106,INTERPOLATION-PHOTO,-95.386024,25,PLANT ENTRANCE (GENERAL),0,12040104,,,6680211,0,,,,TXR000061200,1E+11,,77054LBBCN2903D,325611,RN100880327,,,,,220,,29.693106,-95.386024,1,0
-95.394859,29.675771,110000461900,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9011 EAST ALMEDA RD,ALLCHEM SERVICES,HOUSTON,HARRIS,TX,77054,29.675771,ADDRESS MATCHING-HOUSE NUMBER,-95.394859,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000385666,,,77054LLCHM9011E,325199,,325314,,,,221,,29.675771,-95.394859,1,1
-95.49036,29.82151,110000461937,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2601 SPENWICK DR.,CAPITAL SOUTHWEST RECTORSEAL,HOUSTON,HARRIS,TX,77055,29.82151,ADDRESS MATCHING-HOUSE NUMBER,-95.49036,30,CENTER OF A FACILITY OR STATION,0,12040104,,,"6680411,missing NEI",0,,,339923260,TXD008083099,,,77055RCTRS2601S,325520,RN100701812,,,,,222,,29.82151,-95.49036,0,0
-95.30275,29.64038,110000461955,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6900 NELMS AVENUE,CIM INDUSTRIES,HOUSTON,HARRIS,TX,77061,29.64038,ADDRESS MATCHING-HOUSE NUMBER,-95.30275,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD980624340,,,77061BTZLB6900N,325998,,,,,,223,,29.64038,-95.30275,1,1
-95.38429,29.99744,110000462017,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1413 E. RICHEY RD.,HOBAS PIPE USA,HOUSTON,HARRIS,TX,77073,29.99744,ADDRESS MATCHING-HOUSE NUMBER,-95.38429,30,CENTER OF A FACILITY OR STATION,TX0000004820100438,12040104,4820100438,,4777411,0,,,,TXD987973047,,,77073HBSSN1413R,326122,RN102540812,,,,,224,,29.99744,-95.38429,1,0
-95.49584,29.903405,110000462053,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11623 N HOUSTON ROSSLYN RD,PILOT CHEMICAL CO,HOUSTON,HARRIS,TX,77086,29.903405,ADDRESS MATCHING-HOUSE NUMBER,-95.49584,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100455,12040104,,,6680611,0,,,,TXD000014977,1E+11,,77086PLTND11623,325199,RN100214618,325611,,,,225,,29.903405,-95.49584,0,0
-95.48797596,29.82511379,110000462080,Keep geocoded location,ECHO/FRS,Keep Geocoded Location,N,3530 LANG ROAD,PPG ARCHITECTURAL COATINGS,HOUSTON,HARRIS,TX,77092,29.825,GPS - UNSPECIFIED,-95.488,103,ADMINISTRATIVE BUILDING,0,12040104,,,9137311,0,,,,TXD026627919,,,77092MNRCH3530L,325510,RN102459823,,,,,226,,29.82511379,-95.48797596,0,0
-95.255214,29.704391,110000462231,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,2000 GOODYEAR DR,GOODYEAR TIRE AND RUBBER COMPANY,HOUSTON,HARRIS,TX,77017,29.704391,,-95.255214,17600,CENTER OF A FACILITY OR STATION,TX0000004820100088,12040104,4820100088,,4941211,0,,,340437532,TXD008077562,1E+11,,77262GDYRT2000G,325212,RN100870898,,,,,227,,29.704391,-95.255214,1,0
-95.47341,29.85515,110000462268,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6001 ANTOINE DRIVE,INTERNATIONAL PAINT INCORPORATED,HOUSTON,HARRIS,TX,77091,29.85515,ADDRESS MATCHING-HOUSE NUMBER,-95.47341,30,CENTER OF A FACILITY OR STATION,TX0000004820100107,12040104,4820100107,,4018811,0,,,,TXD008071466,,,77292NTRNT6001A,325510,RN100211333,,,,,228,,29.85515,-95.47341,0,0
-95.38766,30.31742,110000462295,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5150 JEFFERSON CHEMICAL RD.,CONTAINMENT SOLUTIONS,CONROE,MONTGOMERY,TX,77301,30.31742,ADDRESS MATCHING-HOUSE NUMBER,-95.38766,30,CENTER OF A FACILITY OR STATION,TX0000004833900016,12040101,4833900016,,,0,,,,TXD057187130,,,77301WNSCRJEFFE,326121,RN100214378,,,,,229,,30.31742,-95.38766,1,0
-95.38883,30.31463,110000462339,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5450 JEFFERSON CHEMICAL RD,DRILLING SPECIALTIES CO ALAMO PLANT,CONROE,MONTGOMERY,TX,77301,30.31463,ADDRESS MATCHING-HOUSE NUMBER,-95.38883,30,CENTER OF A FACILITY OR STATION,TX0000004833900041,12040101,,,4832811,0,,,,TXD980628051,1E+11,,77303LMMNFJEFFE,325199,RN100216381,,,,,230,,30.31463,-95.38883,0,0
-95.57795,30.09207,110000462375,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,10625 MAHAFFEY RD.,AMERICAN COATINGS INC,TOMBALL,HARRIS,TX,77375,30.09207,ADDRESS MATCHING-HOUSE NUMBER,-95.57795,30,CENTER OF A FACILITY OR STATION,0,12040102,,,"6681411,missing NEI",0,,,,TXR000018994,,,77375MRCNC10625,325510,RN100213032,,,,,231,,30.09207,-95.57795,1,0
-95.43052,30.40857,110000462393,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11111 INKJET WAY,INKJET INC,WILLIS,MONTGOMERY,TX,77378,30.40857,ADDRESS MATCHING-HOUSE NUMBER,-95.43052,30,CENTER OF A FACILITY OR STATION,0,12040103,,,"7651311,missing NEI",0,,,,0,,,77378NKJTN4211F,325910,RN105125652,,,,,232,,30.40857,-95.43052,0,1
-95.46254,30.38003,110000462400,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,9733 MEADOR RD.,CONROE PLANT,CONROE,MONTGOMERY,TX,77303,30.38003,ADDRESS MATCHING-HOUSE NUMBER,-95.46254,30,CENTER OF A FACILITY OR STATION,0,12040101,,,9125011,0,0,,,TX0000328880,,,77378SYNRGMEADO,42469,,424690,325991,0,0,233,0,30.38003,-95.46254,1,0
-95.45254,30.08285,110000462428,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2400 SPRING STUEBNER RD.,POLYFOAM PRODS  INC,SPRING,HARRIS,TX,77389,30.08285,ADDRESS MATCHING-HOUSE NUMBER,-95.45254,30,CENTER OF A FACILITY OR STATION,0,12040102,,,"3739111,missing NEI",0,,,,0,,,77389PLYFR2400S,325991,,,,,,234,,30.08285,-95.45254,1,0
-95.7042,29.7596,110000462437,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,1918 BAKER RD.,CRAIG BAKER MARBLE CO INC,BARKER,HARRIS,TX,77413,29.7596,INTERPOLATION-PHOTO,-95.7042,18520,CENTER OF A FACILITY OR STATION,TX0000004820101516,12040104,,,4058011,0,0,,,0,,,77413CRGBK1918B,327991,,325991,0,0,0,235,0,29.7596,-95.7042,1,0
-95.65975,30.03988,110000462464,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,18407 TELGE ROAD,BOLFING BROTHERS MARBLE INC,CYPRESS,HARRIS,TX,77429,30.03988,ADDRESS MATCHING-HOUSE NUMBER,-95.65975,30,CENTER OF A FACILITY OR STATION,TX0000004820100473,12040102,4820100473,,"6695811,missing NEI",0,,,,TXD082687963,,,77429BLFNG18407,326191,,,,,,236,,30.03988,-95.65975,0,0
-95.151667,29.725667,110000462605,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,4403 PASADENA FREEWAY,OXY VINYLS LP HOUSTON OPERATIONS PASADENA PVC PLANT,PASADENA,HARRIS,TX,77503,29.725667,INTERPOLATION-MAP,-95.151667,50,CENTER OF FACILITY,TX0000004820100406,12040104,4820100406,1001710,4926411,0,,,,TXD043749092,1E+11,,77501CCDNT4403L,325211,RN102518065,325991,,,,237,,29.725667,-95.151667,0,0
-95.15602969,29.72962133,110000462623,Keep source location,ECHO/FRS,Keep source,N,3503 PASADENA FWY,INEOS AMERICAS PASADENA SITE,PASADENA,HARRIS,TX,77503,29.73,INTERPOLATION-SATELLITE,-95.154722,200,CENTER OF A FACILITY OR STATION,TX0000004820100186,12040104,4820100186,,6421511,0,,,,TXD093565653,,,77501GRGGL3503P,325110,RN100213958,325199,,,,238,,29.72962133,-95.15602969,0,0
-95.16291,29.68142,110000462641,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,3310 PASADENA BLVD,BAYER CROPSCIENCE,PASADENA,HARRIS,TX,77503,29.68142,ADDRESS MATCHING-HOUSE NUMBER,-95.16291,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD987988854,,,77502FRDSC3310P,325320,RN102521820,,,,,239,,29.68142,-95.16291,1,0
-95.16825175,29.73823221,110000462678,Keep source location,ECHO/FRS,Keep source,N,1500 NORTH SOUTH STREET,PURITY ISOBUTYLENE PLANT,PASADENA,HARRIS,TX,77503,29.738611,CLASSICAL SURVEYING TECHNIQUES,-95.166944,31,,TX0000004820101459,12040104,,,"6693011,missing NEI",0,,,,TXR000012856,,,77503MCCHM1500N,325110,,,,,,240,,29.73823221,-95.16825175,0,0
-95.17203,29.74258,110000462687,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,3000 N SOUTH AVE,SUNEDISON POLYSILICON FACILITY,PASADENA,HARRIS,TX,77503,29.74258,ADDRESS MATCHING-HOUSE NUMBER,-95.17203,30,CENTER OF A FACILITY OR STATION,TX0000004820101473,12040104,,,"6421911,missing NEI",0,0,,,TXR000007088,,,77503MMCPS3000N,325188,,325180,541715,32518,0,241,0,29.74258,-95.17203,1,0
-95.21687,29.71554,110000462696,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,223 NORTH BROCKMAN,MACDERMID,PASADENA,HARRIS,TX,77506,29.71554,ADDRESS MATCHING-HOUSE NUMBER,-95.21687,30,CENTER OF A FACILITY OR STATION,0,12040104,,,6693111,0,,,337988018,TXD098885007,,,77506BYPRT223NB,325110,RN101467546,,,,,242,,29.71554,-95.21687,1,0
-95.208888,29.723889,110000462703,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,111 RED BLUFF ROAD,PASADENA REFINING SYSTEM INC,PASADENA,HARRIS,TX,77506,29.723889,,-95.208888,17600,CENTER OF A FACILITY OR STATION,TX0000004820100006,12040104,4820100006,1005903,4941011,2926,,TX0004626,315724740,TXD008091290,,TXN000607355,77506CRWNC111RE,324110,RN105230189,,,,,243,,29.723889,-95.208888,1,0
-95.185312,29.742721,110000462712,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1050 JEFFERSON RD.,TESSENDERLO KERLEY INC,PASADENA,HARRIS,TX,77506,29.742721,INTERPOLATION-PHOTO,-95.185312,25,CENTER OF FACILITY,0,12040104,,,"6695911,missing NEI",0,,,,0,,,77506KRLYG1050J,325311,RN100861012,,,,,244,,29.742721,-95.185312,0,0
-95.189,29.731,110000462730,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,1400 JEFFERSON RD,CHEVRON PHILLIPS CHEMICAL CO - PASADENA PLASTICS COMPLEX,PASADENA,HARRIS,TX,77506,29.731,,-95.189,17600,CENTER OF A FACILITY OR STATION,TX0000004820100048,12040104,,,3737311,0,,,,TXD008098725,1E+11,,77506PHLLP1400J,325199,RN102018322,325110,,,,245,,29.731,-95.189,0,0
-95.045833,29.623333,110000462758,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11400 BAY AREA BOULEVARD,AIR LIQUIDE LARGE INDUSTRIES USLP,PASADENA,HARRIS,TX,77507,29.623333,,-95.045833,17600,CENTER OF A FACILITY OR STATION,TX0000004820100073,12040204,4820100073,1006711,4925011,0,,,,TXD096026612,,,77507BGTHR11400,325120,RN100233998,,,,,246,,29.623333,-95.045833,0,1
-95.06157,29.61906,110000462767,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9640 BAYPORT BOULEVARD,CALGON CORPORATION SUB MERCK AND CO,PASADENA,HARRIS,TX,77507,29.61906,ADDRESS MATCHING-HOUSE NUMBER,-95.06157,30,CENTER OF A FACILITY OR STATION,TX0000004820100182,12040204,4820100182,,,0,,,,TXD086476850,,,77507CLGNC9640B,325199,,,,,,247,,29.61906,-95.06157,1,0
-95.08701,29.62558,110000462776,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5757 UNDERWOOD ROAD,SYNGENTA CROP PROTECTION - BAY PORT SITE,PASADENA,HARRIS,TX,77507,29.62558,ADDRESS MATCHING-HOUSE NUMBER,-95.08701,30,CENTER OF A FACILITY OR STATION,TX0000004820100300,12040204,4820100300,,"6615611,missing NEI",0,,,,TXD082016031,,,77507CMRCS5757U,325320,RN102344355,,,,,248,,29.62558,-95.08701,0,0
-95.0455,29.62001,110000462794,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11002 CHOATE RD,E R CARPENTER - ROGER W POWELL PLANT,PASADENA,HARRIS,TX,77507,29.62001,ADDRESS MATCHING-HOUSE NUMBER,-95.0455,30,CENTER OF A FACILITY OR STATION,TX0000004820100292,12040204,4820100292,,4168111,0,,,,TXD077874576,1E+11,,77507CRPNT11002,325199,RN100210830,325110,325998,,,249,,29.62001,-95.0455,0,0
-95.057777,29.614166,110000462810,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9675 BAYPORT BOULEVARD,DIANAL AMERICA INCORPORATED,PASADENA,HARRIS,TX,77507,29.614166,CLASSICAL SURVEYING TECHNIQUES,-95.057777,4,CENTER OF FACILITY,TX0000004820101294,12040204,4820101294,,6693211,0,,,342957941,TXD988057683,,,77507DNLMR9675B,325211,RN100677731,,,,,250,,29.614166,-95.057777,0,1
-95.05005,29.61051,110000462829,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,10701 BAY AREA BLVD,DIXIE CHEMICAL COMPANY INC,PASADENA,HARRIS,TX,77507,29.61051,ADDRESS MATCHING-HOUSE NUMBER,-95.05005,30,CENTER OF A FACILITY OR STATION,TX0000004820100078,12040204,4820100078,,,0,,,,TXD008088247,,,0,325199,RN103151445,,,,,251,,29.61051,-95.05005,1,0
-95.04498,29.62524,110000462838,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12000 BAY AREA BLVD.,PEROXYCHEM LLC BAYPORT PLANT,PASADENA,HARRIS,TX,77507,29.62524,ADDRESS MATCHING-HOUSE NUMBER,-95.04498,30,CENTER OF A FACILITY OR STATION,TX0000004820100094,12040204,,,6429011,0,,,,TXD083570051,,,77507FMCCR12000,325110,RN100215417,,,,,252,,29.62524,-95.04498,1,0
-95.01455172,29.60260603,110000462847,Keep source location,ECHO/FRS,Keep source,N,12212 PORT DR,TOTAL PETROCHEMICALS USA INC - BAYPORT HDPE PLANT,PASADENA,HARRIS,TX,77507,29.64517,,-95.057023,17483,,TX0000004820101394,12040204,4820101394,,,0,,,,TXD988079091,1E+11,,77507FNLCH12212,325211,RN100909373,325110,,,,253,,29.60260603,-95.01455172,0,0
-95.0479,29.6469,110000462856,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,13441 BAY AREA BOULEVARD,THE GOODYEAR TIRE & RUBBER CO BAYPORT CHEMICAL PLANT,PASADENA,HARRIS,TX,77507,29.6469,INTERPOLATION-MAP,-95.0479,300,CENTER OF A FACILITY OR STATION,TX0000004820100177,12040204,4820100177,1002991,4055511,0,,,,TXD074185141,,,77507GDYRB13441,325110,RN102608932,325199,,,,254,,29.6469,-95.0479,0,1
-95.043486,29.627013,110000462874,Needs to be checked,ECHO/FRS,"Address Matches, Check Location",N,12212 C PORT ROAD,HNA HOLDINGS INC.,PASADENA,HARRIS,TX,77507,29.627013,ADDRESS MATCHING-DIGITIZED,-95.043486,2000,PLANT ENTRANCE (GENERAL),TX0000004820100278,12040204,4820100278,,"6693311,missing NEI",0,,,,TXD095184073,,,77507HCHST12212,325211,RN100662964,,,,,255,,29.627013,-95.043486,1,0
-95.05782,29.61225,110000462883,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,10010 BAYPORT RD.,HALDOR TOPSOE INC,PASADENA,HARRIS,TX,77507,29.61225,ADDRESS MATCHING-HOUSE NUMBER,-95.05782,30,CENTER OF A FACILITY OR STATION,TX0000004820101413,12040204,,,4058711,0,7378182,,,TXD054460464,,,77507HLDRT10010,325311,,,,,,256,,29.61225,-95.05782,1,1
-95.04647,29.6324,110000462892,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12001 BAY AREA BLVD,"EQUISTAR CHEMICALS, LP.",PASADENA,HARRIS,TX,77507,29.6324,ADDRESS MATCHING-HOUSE NUMBER,-95.04647,30,CENTER OF A FACILITY OR STATION,TX0000004820100291,12040204,4820100291,,4166911,0,,,,TXD077424885,1E+11,,0,325211,RN100216761,,,,,257,,29.6324,-95.04647,0,0
-95.013606,29.598883,110000462909,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,12222 PORT RD,INEOS STYROLUTION AMERICA BAYPORT PLANT,PASADENA,HARRIS,TX,77507,29.598883,INTERPOLATION-SATELLITE,-95.013606,18700,CENTER OF A FACILITY OR STATION,TX0000004820101296,12040204,4820101296,1003451,6534611,0,,TXR1526BU,,TXD987985678,,TXN000605575,77507HNTSM12222,325211,,,,,,258,,29.598883,-95.013606,1,0
-95.085129,29.621648,110000462918,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6161 UNDERWOOD RD,KANEKA NORTH AMERICA LLC,PASADENA,HARRIS,TX,77507,29.621648,INTERPOLATION-SATELLITE,-95.085129,200,CENTER OF A FACILITY OR STATION,TX0000004820100496,12040204,4820100496,,4019411,0,,,343080198,TXD980870349,1E+11,,77507KNKTX6161U,325211,RN100218841,325110,325411,,,259,,29.621648,-95.085129,1,0
-95.04694,29.63914,110000462936,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12801 BAY AREA BOULEVARD,LUBRIZOL CORP BAYPORT FACILITY,PASADENA,HARRIS,TX,77507,29.63914,ADDRESS MATCHING-HOUSE NUMBER,-95.04694,30,CENTER OF A FACILITY OR STATION,TX0000004820100304,12040204,4820100304,1000619,4168911,0,,,,TXD000642348,1E+11,,77507LBRZL12801,325110,RN101058410,325199,,,,260,,29.63914,-95.04694,1,1
-95.061389,29.615556,110000462945,Needs to be checked,ECHO/FRS,"Address Matches, Check Location",N,9700 BAYPORT BOULEVARD,GULF BAYPORT CHEMICALS LP,PASADENA,HARRIS,TX,77507,29.615556,GPS CARRIER PHASE STATIC RELATIVE POSITION,-95.061389,25,CENTER OF FACILITY,TX0000004820100187,12040204,4820100187,,6671611,0,,,,TXD084970169,1E+11,,77507LNZBY9700B,325110,RN100219096,325199,,,,261,,29.615556,-95.061389,0,0
-95.08707,29.65101,110000462954,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,9802 FAIRMONT PARKWAY,BAYPORT POLYETHYLENE PLANT,PASADENA,HARRIS,TX,77507,29.65101,ADDRESS MATCHING-HOUSE NUMBER,-95.08707,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100245,12040204,4820101856,,"6693411,missing NEI",0,,,,0,,,77507LPSPR9802F,325211,RN103773206,,,,,262,,29.65101,-95.08707,1,0
-95.063794,29.647681,110000462981,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,13200 BAY PARK ROAD,BAKER PETROLITE BAYPORT FACILI TY,PASADENA,HARRIS,TX,77507,29.647681,INTERPOLATION-SATELLITE,-95.063794,200,CENTER OF A FACILITY OR STATION,0,12040204,,,4925311,0,,,,TXD088361233,1E+11,,77507PTRLT13200,325998,RN100223536,,,,,263,,29.647681,-95.063794,0,1
-95.04698,29.63686,110000462990,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12500 BAY AREA BLVD.,SSI CHUSEI INC,PASADENA,HARRIS,TX,77507,29.63686,ADDRESS MATCHING-HOUSE NUMBER,-95.04698,30,CENTER OF A FACILITY OR STATION,0,12040204,,,6693611,0,,,,TXD988071643,1E+11,,77507QSTSP12500,325199,RN100660612,,,,,264,,29.63686,-95.04698,1,0
-95.05,29.61,110000463007,Needs to be checked,ECHO/FRS,"Address Matches, Check Location",N,10801 CHOATE RD,LYONDELL CHEMICAL CO BAYPORT FACILITY,PASADENA,HARRIS,TX,77507,29.61,GPS CODE (PSEUDO RANGE) PRECISE POSITION,-95.05,13,CENTER OF FACILITY,TX0000004820100477,12040204,,1001905,4924311,0,,,,TXD058265067,,,77507RCCHM10801,325110,RN102523107,325199,,,,265,,29.61,-95.05,0,0
-95.05518,29.61861,110000463016,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9950 CHEMICAL RD,EFFECTIVE ENVIRONMENTAL PASADENA FACILITY,PASADENA,HARRIS,TX,77507,29.61861,ADDRESS MATCHING-HOUSE NUMBER,-95.05518,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXR000025841,,,77507RFRMP9950C,325120,,,,,,266,,29.61861,-95.05518,1,1
-95.0439,29.61813,110000463034,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11200 BAY AREA BOULEVARD,"ATHLON SOLUTIONS, LLC",PASADENA,HARRIS,TX,77507,29.61813,ADDRESS MATCHING-HOUSE NUMBER,-95.0439,30,CENTER OF A FACILITY OR STATION,TX0000004820100484,12040204,4820100484,,4941911,0,,,,TXD096618855,1E+11,,77507WLCHM11200,325199,RN105857916,325998,325613,,,267,,29.61813,-95.0439,0,0
-95.0225,29.763056,110000463070,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5501 BAKER RD,ADVANCED AROMATICS LLC,BAYTOWN,HARRIS,TX,77520,29.763056,GPS CARRIER PHASE STATIC RELATIVE POSITION,-95.0225,4,ADMINISTRATIVE BUILDING,TX0000004820100290,12040203,4820100290,,4056711,0,,,,TXD072205578,,,77520DVNCD5501B,325199,RN100214832,,,,,268,,29.763056,-95.0225,0,1
-94.907294,29.759767,110000463098,Needs to be checked,ECHO/FRS,"Chambers County, Need Parcel Data",N,8500 W BAY RD,BAYER MATERIALSCIENCE BAYTOWN,BAYTOWN,CHAMBERS,TX,77523,29.759767,INTERPOLATION-PHOTO,-94.907294,25,CENTER OF FACILITY,TX0000004807100009,12040203,4807100009,1004621,5729211,0,,,336686589,TXD058260977,,,77520LNXSS85WBA,325110,RN100209931,325211,325199,,,269,,29.759767,-94.907294,1,0
-95.00577,29.76245,110000463105,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,3601 DECKER DRIVE,"NATURAL GAS ODORIZING, INC.",BAYTOWN,HARRIS,TX,77520,29.76245,ADDRESS MATCHING-HOUSE NUMBER,-95.00577,30,CENTER OF A FACILITY OR STATION,TX0000004820100317,12040203,4820100317,,"6616611,missing NEI",0,,,,TXD008093197,1E+11,,77520NTRLG3601D,325199,RN100683952,,,,,270,,29.76245,-95.00577,1,0
-94.9936,29.74118,110000463114,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,100 SOUTH AIRHART ROAD,BOC GASES BAYTOWN CO2 PLANT,BAYTOWN,HARRIS,TX,77520,29.74118,ADDRESS MATCHING-HOUSE NUMBER,-94.9936,30,CENTER OF A FACILITY OR STATION,TX0000004820101322,12040203,4820101322,,"9134411,missing NEI",0,,,,TXD980811012,,,77520RCCRB100SA,325120,RN100213081,,,,,271,,29.74118,-94.9936,1,0
-95.003556,29.748056,110000463123,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,3439 PARK ST,SOLVAY - BAYTOWN PLANT,BAYTOWN,HARRIS,TX,77520,29.748056,INTERPOLATION - DIGITAL MAP SRCE (TIGER),-95.003556,20,FACILITY CENTROID,TX0000004820100038,12040203,,,4167711,0,0,,,TXD082688896,,,77520STFFR3439P,325188,,325180,32518,325181,0,272,0,29.748056,-95.003556,1,0
